sexe,age,distance_parcourus,nombre_heure_retard,travail,premiere_fois,nb_heure_travail_semaine,Tutorat,nationalite,vehicule,vis_seul,etat_matrimonial,heure_moyenne_sommeil,Nom_cours,classe
M,37,78,9,non,oui,52,non,Oceanie,non,non,en couple,5,Securite informatique,cours reussit
M,27,75,6,oui,oui,27,non,Afrique,oui,oui,en couple,6,Systemes d'exploitation,cours echoue
M,33,60,10,non,oui,44,non,Oceanie,non,non,celibataire,10,Traitement du langage naturel,cours reussit
M,24,71,10,non,non,52,oui,Amerique,non,oui,celibataire,4,Securite informatique,cours echoue
M,28,35,5,non,non,56,oui,Asie,non,non,celibataire,8,Application mobile 1,cours echoue
F,26,64,7,non,non,32,oui,Europe,non,oui,en couple,4,Reseaux informatiques,cours echoue
M,32,61,0,oui,oui,52,oui,Europe,oui,non,celibataire,5,Securite informatique,cours echoue
F,38,17,4,non,oui,12,non,Amerique,oui,non,en couple,7,Espagnol,cours reussit
M,35,17,10,non,oui,33,oui,Oceanie,non,non,en couple,5,Philosophie 2,cours echoue
F,27,47,1,oui,non,36,oui,Oceanie,oui,oui,celibataire,5,Anglais,cours reussit
F,38,19,6,non,non,26,oui,Asie,non,oui,en couple,10,Application mobile 1,cours echoue
M,24,13,5,non,non,58,non,Asie,non,oui,celibataire,4,Algorithmes avances,cours echoue
F,39,36,6,non,oui,1,oui,Afrique,non,oui,celibataire,5,Genie logiciel,cours reussit
M,29,54,7,oui,oui,55,oui,Afrique,non,non,celibataire,9,Intelligence artificielle 2,cours echoue
M,26,62,9,non,non,16,oui,Amerique,non,non,en couple,6,Mathematiques discretes,cours echoue
F,37,36,9,oui,oui,33,non,Oceanie,non,oui,celibataire,7,Langages de programmation avances,cours echoue
M,25,8,4,non,non,36,oui,Asie,non,oui,en couple,6,Algorithmes avances,cours echoue
M,31,50,2,oui,oui,11,non,Europe,oui,oui,celibataire,9,Francais 3,cours reussit
F,27,86,5,oui,oui,22,non,Europe,oui,non,celibataire,4,Application mobile 1,cours reussit
F,30,36,8,oui,oui,2,non,Afrique,oui,oui,en couple,5,Genie logiciel,cours echoue
F,33,78,7,non,non,58,non,Asie,non,non,celibataire,4,Genie logiciel,cours reussit
M,22,73,4,oui,oui,28,oui,Amerique,oui,non,en couple,7,Systemes d'exploitation,cours echoue
F,34,51,9,non,oui,39,oui,Asie,oui,oui,en couple,6,Philosophie 2,cours reussit
M,29,84,4,oui,oui,10,non,Afrique,non,non,en couple,9,Peripheriques et objets connectes,cours reussit
M,29,69,10,non,oui,42,oui,Oceanie,oui,non,en couple,4,Traitement du langage naturel,cours reussit
M,37,56,1,oui,non,49,non,Amerique,non,non,celibataire,9,Intelligence artificielle 2,cours echoue
M,27,7,0,non,oui,25,non,Europe,non,non,en couple,10,Peripheriques et objets connectes,cours echoue
F,30,72,4,oui,non,38,non,Asie,oui,oui,celibataire,4,Securite informatique,cours echoue
F,33,89,8,non,oui,53,non,Amerique,oui,oui,en couple,8,Intelligence artificielle 1,cours echoue
F,21,81,0,non,non,35,non,Afrique,oui,oui,en couple,9,Programmation orientee objet,cours echoue
F,38,15,7,oui,non,18,oui,Afrique,non,oui,celibataire,4,Reseaux informatiques,cours reussit
M,23,94,4,non,non,35,oui,Amerique,oui,oui,celibataire,5,Genie logiciel,cours reussit
F,38,23,10,oui,oui,35,non,Europe,non,oui,en couple,9,Machine Learning,cours echoue
M,38,41,10,oui,non,43,oui,Asie,oui,non,celibataire,9,Intelligence artificielle 2,cours reussit
M,24,99,1,non,oui,1,non,Asie,oui,oui,celibataire,4,Systemes d'exploitation,cours reussit
M,18,73,10,oui,non,49,non,Oceanie,oui,non,en couple,9,Application mobile 2,cours echoue
F,29,3,0,non,non,29,oui,Europe,oui,non,en couple,4,Traitement du langage naturel,cours echoue
M,37,45,4,oui,non,53,oui,Amerique,non,oui,celibataire,9,Reseaux informatiques,cours echoue
M,35,64,8,oui,non,54,oui,Amerique,oui,non,celibataire,6,Fracais 2,cours reussit
F,26,65,5,oui,oui,5,oui,Europe,non,oui,en couple,6,Mathematiques discretes,cours echoue
M,40,34,8,non,oui,54,oui,Afrique,oui,oui,en couple,7,Mathematiques discretes,cours echoue
F,20,24,10,oui,oui,19,oui,Amerique,non,non,celibataire,7,Algorithmes avances,cours reussit
F,18,9,2,oui,non,39,oui,Europe,non,oui,en couple,7,Anglais,cours echoue
F,18,82,7,non,oui,28,oui,Afrique,oui,oui,en couple,7,Systemes d'exploitation,cours reussit
M,32,36,4,oui,oui,45,oui,Asie,oui,non,celibataire,7,Structure de base de donnees,cours reussit
M,34,10,7,oui,oui,0,non,Afrique,oui,oui,celibataire,8,Fracais 2,cours echoue
M,40,49,4,non,oui,44,non,Afrique,non,oui,celibataire,9,Langages de programmation avances,cours echoue
F,32,47,9,non,oui,51,non,Europe,oui,oui,celibataire,10,Application mobile 1,cours echoue
M,28,23,1,non,non,53,oui,Asie,oui,non,en couple,8,Anglais,cours reussit
M,35,71,10,oui,non,59,oui,Europe,oui,non,celibataire,8,Peripheriques et objets connectes,cours reussit
F,19,73,2,non,oui,55,non,Asie,oui,oui,celibataire,7,Big Data Analytics,cours echoue
F,38,42,6,oui,non,0,oui,Afrique,non,non,celibataire,6,Developpement web avance,cours echoue
M,23,83,2,non,non,21,oui,Asie,oui,non,celibataire,9,Securite informatique,cours echoue
M,37,52,7,non,oui,26,non,Asie,non,non,en couple,7,Robotique,cours reussit
M,18,5,4,oui,non,42,oui,Asie,oui,oui,celibataire,5,Algorithmes avances,cours reussit
M,28,35,9,oui,non,21,oui,Europe,oui,oui,en couple,10,Mathematiques discretes,cours echoue
M,34,24,3,non,oui,41,oui,Asie,oui,oui,celibataire,9,Francais 3,cours echoue
M,38,34,7,oui,oui,50,non,Asie,oui,oui,celibataire,8,Developpement web avance,cours echoue
M,40,97,5,non,non,26,non,Afrique,oui,oui,en couple,9,Robotique,cours echoue
F,39,13,6,non,oui,11,non,Asie,oui,non,celibataire,9,Traitement du langage naturel,cours reussit
F,34,97,9,non,oui,5,non,Afrique,non,oui,celibataire,4,Application mobile 2,cours echoue
F,38,60,5,oui,non,8,oui,Europe,non,oui,en couple,7,Programmation orientee objet,cours reussit
M,38,85,9,non,oui,46,non,Asie,oui,non,celibataire,5,Philosophie 1,cours reussit
F,32,24,8,non,oui,41,oui,Europe,non,oui,celibataire,6,Intelligence artificielle 2,cours reussit
M,29,19,2,non,non,55,non,Afrique,non,oui,en couple,4,Philosophie 1,cours reussit
F,36,91,10,non,non,52,oui,Amerique,oui,non,en couple,5,Application mobile 2,cours echoue
F,24,63,0,oui,non,55,oui,Afrique,oui,oui,celibataire,5,Peripheriques et objets connectes,cours reussit
F,35,25,5,oui,oui,44,oui,Oceanie,oui,non,celibataire,8,Structure de base de donnees,cours echoue
M,36,50,5,non,oui,37,non,Asie,non,oui,celibataire,9,Traitement du langage naturel,cours reussit
M,23,5,6,non,non,3,non,Amerique,oui,non,celibataire,5,Robotique,cours reussit
M,20,18,7,oui,non,55,non,Asie,non,oui,en couple,8,Fracais 2,cours echoue
F,39,3,0,non,oui,51,non,Asie,non,oui,celibataire,4,Intelligence artificielle 2,cours echoue
F,33,85,0,oui,oui,46,non,Asie,oui,oui,en couple,7,Peripheriques et objets connectes,cours echoue
F,28,15,9,oui,oui,11,non,Amerique,oui,non,en couple,8,Securite informatique,cours reussit
M,22,25,6,non,non,25,oui,Afrique,non,oui,en couple,9,Traitement du langage naturel,cours reussit
F,19,46,10,oui,non,48,non,Asie,non,oui,celibataire,6,Mathematiques discretes,cours reussit
M,30,50,0,non,oui,9,non,Afrique,oui,non,en couple,9,Fracais 2,cours echoue
F,38,19,8,oui,oui,42,non,Asie,non,non,celibataire,9,Anglais,cours echoue
F,34,15,3,oui,oui,39,oui,Asie,non,oui,celibataire,9,Conception de bases de donnees,cours reussit
M,31,20,9,oui,oui,47,non,Europe,oui,non,celibataire,6,Securite informatique,cours echoue
F,19,15,5,non,oui,42,non,Afrique,non,oui,en couple,7,Securite informatique,cours reussit
F,22,24,3,non,non,43,non,Afrique,oui,oui,en couple,6,Francais 1,cours echoue
M,23,14,9,non,non,27,oui,Asie,non,oui,celibataire,10,Genie logiciel,cours reussit
M,33,53,7,non,non,22,oui,Afrique,non,non,celibataire,4,Traitement du langage naturel,cours echoue
F,19,53,6,non,oui,39,oui,Afrique,oui,oui,en couple,10,Traitement du langage naturel,cours reussit
F,39,74,9,non,non,10,oui,Oceanie,oui,non,en couple,8,Reseaux informatiques,cours echoue
F,19,100,1,non,non,44,oui,Oceanie,oui,non,en couple,5,Philosophie 3,cours echoue
F,37,39,3,non,non,35,non,Oceanie,oui,non,en couple,8,Application mobile 1,cours echoue
M,38,29,4,non,non,44,non,Europe,oui,non,celibataire,10,Structure de base de donnees,cours echoue
F,37,21,5,oui,non,19,oui,Oceanie,non,oui,celibataire,8,Reseaux informatiques,cours echoue
F,34,38,3,oui,non,41,non,Afrique,non,oui,celibataire,5,Mathematiques discretes,cours reussit
F,40,38,10,oui,non,5,oui,Oceanie,non,non,en couple,8,Conception de bases de donnees,cours reussit
M,36,90,10,oui,oui,0,non,Asie,non,non,en couple,10,Programmation orientee objet,cours reussit
M,18,6,9,oui,non,20,non,Europe,oui,oui,celibataire,9,Developpement web avance,cours reussit
F,30,32,4,oui,non,0,oui,Asie,non,oui,celibataire,7,Robotique,cours echoue
F,27,18,0,non,non,32,non,Afrique,oui,oui,en couple,5,Application mobile 1,cours echoue
F,20,78,8,oui,oui,21,non,Afrique,non,non,celibataire,4,Structure de base de donnees,cours echoue
F,35,22,6,non,non,5,non,Afrique,oui,oui,en couple,10,Philosophie 2,cours reussit
M,32,57,5,oui,oui,40,non,Europe,non,non,en couple,4,Programmation orientee objet,cours reussit
M,31,0,3,non,non,36,non,Europe,oui,non,celibataire,5,Anglais,cours echoue
M,32,37,10,oui,non,24,oui,Asie,oui,oui,en couple,5,Philosophie 1,cours reussit
F,27,81,9,non,non,7,oui,Asie,non,oui,celibataire,8,Structure de base de donnees,cours reussit
M,31,47,7,oui,non,45,oui,Oceanie,non,oui,en couple,6,Mathematiques discretes,cours echoue
M,22,61,9,oui,oui,10,non,Oceanie,non,non,en couple,10,Espagnol,cours reussit
M,35,86,6,oui,non,41,non,Oceanie,oui,oui,en couple,6,Developpement web avance,cours echoue
M,24,64,3,oui,non,22,non,Afrique,oui,non,celibataire,5,Intelligence artificielle ethique,cours reussit
M,19,66,3,oui,oui,40,non,Afrique,non,non,en couple,7,Genie logiciel,cours echoue
F,40,46,1,oui,oui,38,non,Oceanie,non,oui,en couple,6,Francais 1,cours reussit
M,31,57,2,non,oui,0,oui,Asie,non,non,celibataire,8,Reseaux informatiques,cours reussit
M,19,7,10,non,non,33,non,Oceanie,oui,oui,celibataire,4,Francais 3,cours reussit
F,29,71,5,non,oui,5,oui,Oceanie,non,non,en couple,8,Reseaux informatiques,cours reussit
M,27,88,4,oui,non,21,oui,Oceanie,oui,oui,en couple,5,Application mobile 1,cours reussit
F,30,96,0,non,non,55,non,Oceanie,oui,non,en couple,5,Programmation orientee objet,cours reussit
M,38,55,2,oui,non,17,oui,Oceanie,oui,non,en couple,8,Developpement web avance,cours echoue
M,21,58,5,non,oui,11,oui,Europe,oui,oui,en couple,4,Application mobile 1,cours reussit
F,38,56,0,non,oui,4,oui,Europe,oui,oui,en couple,8,Francais 1,cours reussit
F,36,79,4,oui,oui,15,oui,Asie,oui,non,en couple,4,Big Data Analytics,cours reussit
M,19,14,4,oui,oui,58,oui,Afrique,oui,oui,celibataire,8,Intelligence artificielle 2,cours echoue
F,21,22,10,oui,oui,40,non,Afrique,oui,oui,celibataire,10,Intelligence artificielle 1,cours echoue
F,39,73,1,oui,oui,18,oui,Amerique,non,oui,en couple,4,Langages de programmation avances,cours reussit
F,22,8,2,non,oui,55,non,Asie,non,non,celibataire,5,Traitement du langage naturel,cours reussit
F,40,33,4,oui,non,30,non,Asie,oui,non,en couple,4,Mathematiques discretes,cours echoue
M,35,99,7,oui,non,52,non,Afrique,non,non,celibataire,6,Fracais 2,cours echoue
M,40,96,0,oui,oui,41,non,Amerique,non,non,celibataire,10,Developpement web avance,cours echoue
F,36,30,5,non,oui,58,non,Asie,non,oui,en couple,4,Peripheriques et objets connectes,cours echoue
F,32,67,1,non,non,45,oui,Oceanie,oui,oui,celibataire,9,Traitement du langage naturel,cours echoue
M,38,75,10,non,non,26,oui,Oceanie,non,oui,en couple,7,Robotique,cours echoue
M,36,5,4,non,non,52,oui,Afrique,non,oui,en couple,4,Traitement du langage naturel,cours reussit
F,23,86,9,non,non,52,oui,Amerique,oui,non,celibataire,9,Machine Learning,cours reussit
F,18,7,1,non,oui,24,oui,Oceanie,oui,non,en couple,6,Francais 3,cours reussit
M,38,83,5,oui,non,7,non,Europe,oui,oui,en couple,9,Robotique,cours echoue
M,38,77,0,oui,oui,10,non,Oceanie,non,non,celibataire,4,Anglais,cours echoue
F,36,63,6,non,non,57,oui,Amerique,non,non,en couple,9,Francais 1,cours reussit
M,32,8,1,non,non,48,non,Amerique,non,oui,celibataire,8,Peripheriques et objets connectes,cours echoue
M,33,74,5,non,non,31,oui,Asie,oui,non,celibataire,7,Traitement du langage naturel,cours echoue
M,20,57,4,oui,non,33,non,Europe,oui,oui,celibataire,10,Intelligence artificielle ethique,cours reussit
F,24,55,6,non,non,9,non,Asie,oui,oui,en couple,4,Robotique,cours reussit
F,30,57,3,oui,non,4,non,Oceanie,non,oui,en couple,4,Robotique,cours reussit
M,36,59,5,non,oui,44,oui,Amerique,oui,non,en couple,5,Algorithmes avances,cours reussit
F,38,41,1,non,oui,29,non,Asie,oui,non,celibataire,4,Reseaux informatiques,cours reussit
M,38,21,6,oui,non,8,non,Oceanie,non,oui,en couple,7,Fracais 2,cours echoue
M,32,20,8,oui,non,15,oui,Asie,non,non,celibataire,4,Big Data Analytics,cours echoue
F,25,33,6,oui,non,22,non,Europe,oui,oui,celibataire,5,Programmation orientee objet,cours reussit
F,22,87,4,non,non,33,non,Amerique,non,non,celibataire,8,Intelligence artificielle 1,cours reussit
M,27,67,5,non,oui,32,non,Asie,non,non,en couple,4,Big Data Analytics,cours reussit
F,25,45,2,non,oui,20,oui,Oceanie,oui,non,celibataire,9,Application mobile 1,cours reussit
M,27,82,3,non,non,33,non,Oceanie,non,oui,en couple,10,Intelligence artificielle 2,cours reussit
M,27,14,1,oui,oui,49,non,Europe,oui,non,celibataire,5,Mathematiques discretes,cours reussit
F,31,73,5,non,non,49,non,Asie,oui,non,celibataire,9,Intelligence artificielle ethique,cours reussit
F,31,57,10,oui,oui,26,non,Oceanie,non,oui,en couple,8,Conception de bases de donnees,cours reussit
M,32,27,8,oui,oui,42,non,Afrique,non,oui,en couple,8,Intelligence artificielle 2,cours reussit
F,34,49,7,non,oui,57,oui,Asie,non,oui,celibataire,7,Algorithmes avances,cours reussit
F,30,75,4,oui,oui,41,non,Amerique,oui,non,en couple,8,Developpement web avance,cours echoue
M,18,27,5,non,oui,25,oui,Afrique,non,non,celibataire,10,Intelligence artificielle ethique,cours reussit
M,24,67,9,non,oui,18,oui,Europe,oui,oui,en couple,5,Philosophie 3,cours echoue
M,33,35,9,non,non,35,oui,Oceanie,non,oui,celibataire,10,Intelligence artificielle 1,cours echoue
M,18,3,7,oui,oui,27,oui,Europe,non,non,en couple,5,Machine Learning,cours echoue
F,37,72,4,non,non,19,non,Afrique,non,non,celibataire,4,Mathematiques discretes,cours echoue
F,23,7,8,non,oui,3,non,Oceanie,non,oui,celibataire,10,Mathematiques discretes,cours reussit
M,37,68,7,oui,oui,44,oui,Oceanie,non,non,en couple,5,Conception de bases de donnees,cours echoue
F,19,78,5,non,oui,54,oui,Europe,non,oui,celibataire,7,Intelligence artificielle 1,cours echoue
F,18,47,8,oui,non,13,oui,Afrique,oui,non,en couple,9,Intelligence artificielle 1,cours echoue
F,36,64,4,non,oui,30,oui,Europe,non,oui,celibataire,9,Fracais 2,cours echoue
F,36,75,0,oui,non,34,oui,Asie,non,oui,en couple,9,Structure de base de donnees,cours reussit
M,27,63,1,non,non,46,non,Asie,oui,non,en couple,9,Espagnol,cours reussit
F,29,13,8,non,non,53,non,Oceanie,oui,non,en couple,9,Francais 1,cours reussit
F,25,92,9,non,oui,5,non,Europe,oui,non,en couple,8,Philosophie 2,cours echoue
F,37,55,6,oui,non,7,oui,Amerique,oui,non,celibataire,10,Application mobile 2,cours reussit
F,26,91,1,oui,oui,5,oui,Asie,oui,non,celibataire,8,Intelligence artificielle 1,cours echoue
M,23,12,8,oui,non,24,oui,Afrique,non,non,celibataire,8,Peripheriques et objets connectes,cours reussit
M,24,2,5,non,non,14,non,Afrique,non,oui,en couple,6,Fracais 2,cours echoue
F,25,33,0,non,oui,39,oui,Oceanie,oui,oui,en couple,5,Programmation orientee objet,cours reussit
M,18,5,4,oui,oui,33,non,Europe,non,non,en couple,4,Intelligence artificielle 1,cours reussit
M,30,61,5,oui,non,39,non,Europe,oui,oui,en couple,7,Programmation orientee objet,cours echoue
M,36,28,5,non,non,10,non,Oceanie,oui,oui,celibataire,4,Structure de base de donnees,cours reussit
M,33,1,7,non,oui,60,oui,Oceanie,oui,non,en couple,10,Fracais 2,cours reussit
M,27,89,5,non,non,36,non,Asie,non,oui,celibataire,4,Systemes d'exploitation,cours echoue
M,31,48,0,non,non,38,oui,Amerique,non,non,celibataire,6,Anglais,cours reussit
M,37,52,4,non,oui,1,non,Asie,non,oui,celibataire,8,Espagnol,cours echoue
F,25,55,5,oui,oui,33,oui,Asie,oui,non,celibataire,8,Intelligence artificielle 2,cours echoue
F,18,36,2,oui,oui,46,non,Europe,non,oui,celibataire,6,Anglais,cours reussit
M,40,70,9,non,oui,36,oui,Oceanie,non,oui,en couple,7,Traitement du langage naturel,cours echoue
M,33,44,8,non,non,29,oui,Europe,oui,non,celibataire,5,Algorithmes avances,cours echoue
M,19,48,6,non,non,32,non,Oceanie,non,oui,celibataire,5,Philosophie 3,cours echoue
M,34,47,9,oui,non,45,oui,Europe,non,non,en couple,9,Algorithmes avances,cours echoue
F,30,87,0,oui,oui,22,oui,Oceanie,non,oui,en couple,5,Intelligence artificielle 2,cours echoue
M,33,41,6,oui,non,41,oui,Oceanie,oui,oui,celibataire,7,Reseaux informatiques,cours reussit
F,23,91,4,non,oui,27,non,Asie,oui,non,celibataire,10,Anglais,cours echoue
F,35,88,4,oui,non,6,oui,Oceanie,oui,oui,en couple,5,Structure de base de donnees,cours echoue
M,30,27,8,oui,non,53,oui,Amerique,non,oui,en couple,6,Systemes d'exploitation,cours reussit
F,30,3,1,non,non,43,non,Asie,oui,non,en couple,5,Intelligence artificielle ethique,cours echoue
F,21,98,5,oui,oui,12,non,Asie,non,oui,celibataire,6,Philosophie 1,cours echoue
M,38,98,9,oui,non,45,oui,Europe,oui,non,celibataire,10,Intelligence artificielle 1,cours echoue
M,25,32,0,oui,non,17,oui,Europe,oui,oui,celibataire,6,Structure de base de donnees,cours echoue
M,40,44,1,non,oui,28,non,Amerique,non,oui,celibataire,10,Intelligence artificielle 1,cours echoue
F,35,81,5,oui,oui,41,non,Oceanie,non,oui,en couple,8,Francais 3,cours reussit
F,34,43,8,oui,non,14,non,Amerique,oui,oui,en couple,9,Anglais,cours reussit
M,29,85,8,oui,oui,11,oui,Amerique,oui,oui,en couple,9,Philosophie 1,cours echoue
F,22,10,5,oui,oui,2,oui,Oceanie,non,oui,en couple,6,Francais 1,cours reussit
F,40,33,9,non,non,35,oui,Europe,oui,oui,celibataire,4,Programmation orientee objet,cours reussit
M,21,98,7,oui,oui,1,oui,Asie,non,oui,en couple,5,Langages de programmation avances,cours echoue
M,36,74,8,oui,non,24,oui,Europe,oui,non,en couple,6,Francais 3,cours echoue
M,28,18,3,non,oui,5,oui,Oceanie,non,non,celibataire,8,Conception de bases de donnees,cours reussit
F,32,42,8,oui,oui,0,oui,Amerique,non,oui,en couple,5,Intelligence artificielle 2,cours reussit
F,27,21,2,oui,non,46,non,Europe,non,non,celibataire,5,Anglais,cours echoue
F,40,44,3,oui,oui,22,oui,Asie,non,oui,celibataire,4,Intelligence artificielle ethique,cours echoue
M,28,36,8,oui,oui,21,oui,Amerique,oui,non,en couple,5,Francais 1,cours echoue
F,36,85,0,non,non,45,non,Amerique,non,oui,en couple,6,Peripheriques et objets connectes,cours reussit
F,22,18,4,oui,oui,23,oui,Afrique,non,non,en couple,9,Securite informatique,cours reussit
M,32,56,5,non,non,38,non,Asie,non,oui,en couple,4,Structure de base de donnees,cours echoue
M,28,75,3,oui,oui,8,oui,Afrique,oui,oui,en couple,4,Espagnol,cours echoue
M,23,58,7,oui,non,40,non,Afrique,oui,oui,celibataire,6,Intelligence artificielle 1,cours reussit
M,20,7,2,oui,oui,6,non,Europe,non,oui,celibataire,10,Francais 1,cours echoue
F,23,89,5,non,oui,41,non,Afrique,non,non,en couple,7,Francais 1,cours reussit
M,29,28,3,non,non,17,oui,Amerique,oui,oui,celibataire,10,Traitement du langage naturel,cours reussit
M,28,54,6,non,oui,39,non,Afrique,non,non,en couple,5,Langages de programmation avances,cours reussit
M,28,86,3,non,oui,3,oui,Oceanie,oui,non,en couple,5,Conception de bases de donnees,cours reussit
M,19,2,2,non,non,17,oui,Europe,non,oui,celibataire,8,Peripheriques et objets connectes,cours echoue
M,18,41,4,non,non,51,oui,Asie,oui,non,en couple,7,Big Data Analytics,cours echoue
M,31,76,3,oui,oui,51,oui,Asie,oui,oui,en couple,8,Philosophie 2,cours reussit
F,40,56,0,non,non,45,oui,Asie,non,oui,celibataire,10,Mathematiques discretes,cours echoue
F,18,23,8,oui,non,13,non,Amerique,oui,oui,en couple,8,Intelligence artificielle 2,cours reussit
F,22,100,2,oui,oui,57,oui,Europe,non,oui,celibataire,5,Intelligence artificielle ethique,cours reussit
M,18,51,7,oui,non,38,non,Europe,non,non,en couple,10,Application mobile 1,cours reussit
F,33,53,7,non,oui,42,non,Amerique,non,non,en couple,9,Structure de base de donnees,cours reussit
F,30,23,9,non,non,56,oui,Asie,oui,oui,celibataire,5,Intelligence artificielle 2,cours echoue
